Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2018,2018 Annual,Adverse Childhood Experiences,Ohio,43,27.1,1.35,,,"Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health supported by the U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB)",2016
2018,2018 Annual,Adverse Childhood Experiences,Ohio,43,27.1,1.35,,,"Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health supported by the U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB)",2016
2018,2018 Annual,Air Pollution,Ohio,46,9,0.44,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2015-2017
2018,2018 Annual,All Determinants,Ohio,37,-0.251,-0.251,,,America's Health Rankings composite measure,2018
2018,2018 Annual,All Outcomes,Ohio,40,-0.172,-0.172,,,America's Health Rankings composite measure,2018
2018,2018 Annual,Behaviors,Ohio,47,-0.211,-0.211,,,America's Health Rankings composite measure,2018
2018,2018 Annual,Binge Drinking,Ohio,40,18.9,0.56,20.1,17.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Binge Drinking - $25-$49,999",Ohio,39,16.9,0.63,19.4,14.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Binge Drinking - $50-$74,999",Ohio,33,18.4,0.14,21.5,15.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Binge Drinking - $75,000 or More",Ohio,43,23.7,0.96,26.1,21.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Ages 18-44,Ohio,41,28.3,1,30.6,26.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Ages 45-64,Ohio,41,16.2,0.74,17.7,14.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Ages 65+,Ohio,23,4.7,-0.3,5.6,3.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - American Indian/Alaskan Native,Ohio,,,,43.4,3.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Asian,Ohio,,,,24.9,5.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Black,Ohio,,16.7,,20.2,13.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - College Grad,Ohio,35,18.1,0.58,19.9,16.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Female,Ohio,28,12.5,0.14,13.8,11.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Hawaiian/Pacific Islander,Ohio,,,,103.4,4.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - High School Grad,Ohio,33,17,0.54,19,15,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Hispanic,Ohio,,23.3,,31.7,14.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Binge Drinking - Less Than $25,000",Ohio,45,14.5,0.81,16.8,12.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Less than High School,Ohio,,15.6,,19.9,11.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Male,Ohio,45,26,1.18,27.9,24.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Multiracial,Ohio,,18.7,,27,10.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Other Race,Ohio,,,,12.9,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Rural,Ohio,,9.6,,11.3,7.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Some College,Ohio,37,18.3,0.54,20.5,16.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Suburban,Ohio,,8.8,,10.5,7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - Urban,Ohio,,10.2,,12.5,7.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Binge Drinking - White,Ohio,37,19.2,0.47,20.4,17.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cancer Deaths,Ohio,41,210.3,1.13,211.8,208.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cancer Deaths - American Indian/Alaska Native,Ohio,,62.7,,81.1,47.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cancer Deaths - Asian/Pacific Islander,Ohio,,103.4,,113.1,93.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cancer Deaths - Black/African American,Ohio,,235.3,,240.4,230.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cancer Deaths - Crude Rate,Ohio,45,224.9,1.18,226.4,223.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cancer Deaths - Female,Ohio,0,179.3,0,181.1,177.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cancer Deaths - Hispanic/Latino,Ohio,,108.5,,117.7,99.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cancer Deaths - Male,Ohio,0,253.2,0,255.7,250.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cancer Deaths - Standard Age Adjustment,Ohio,42,180,1.16,181.3,178.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cancer Deaths - White,Ohio,,209.3,,210.9,207.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cardiovascular Deaths,Ohio,39,286.5,0.76,288.2,284.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cardiovascular Deaths - American Indian/Alaska Native,Ohio,,96.4,,120.5,76.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cardiovascular Deaths - Asian/Pacific Islander,Ohio,,134.6,,146.8,122.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cardiovascular Deaths - Black/African American,Ohio,,343.3,,349.5,337.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cardiovascular Deaths - Female,Ohio,0,237.9,0,239.9,235.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cardiovascular Deaths - Hispanic/Latino,Ohio,,147.4,,158.6,136.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cardiovascular Deaths - Male,Ohio,0,346.8,0,349.8,343.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Cardiovascular Deaths - White,Ohio,,281.6,,283.4,279.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Children in Poverty,Ohio,35,20.1,0.36,,,"U.S. Census Bureau, American Community Survey",2017
2018,2018 Annual,Chlamydia,Ohio,37,520.9,0.22,0,0,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2016
2018,2018 Annual,Chlamydia - American Indian/Alaska Native,Ohio,0,235,0,0,0,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2016
2018,2018 Annual,Chlamydia - Asian,Ohio,0,96.7,0,0,0,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2016
2018,2018 Annual,Chlamydia - Black/African American,Ohio,0,1544.1,0,0,0,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2016
2018,2018 Annual,Chlamydia - Female,Ohio,36,705.2,0,0,0,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2016
2018,2018 Annual,Chlamydia - Hispanic/Latino,Ohio,0,295.2,0,0,0,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2016
2018,2018 Annual,Chlamydia - Male,Ohio,32,328.8,0,0,0,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2016
2018,2018 Annual,Chlamydia - Multiracial,Ohio,0,473,0,0,0,AHR data,
2018,2018 Annual,Chlamydia - Native Hawaiian/ PI,Ohio,0,519.7,0,0,0,AHR data,
2018,2018 Annual,Chlamydia - White,Ohio,0,207.2,0,0,0,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2016
2018,2018 Annual,Cholesterol Check,Ohio,29,85.3,-0.18,86.4,84.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Cholesterol Check - $25-$49,999",Ohio,21,86.9,-0.05,89,84.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Cholesterol Check - $50-$74,999",Ohio,38,86.6,-0.76,89.2,83.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Cholesterol Check - $75,000 or More",Ohio,36,90.2,-0.85,92,88.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Ages 18-44,Ohio,24,75.3,-0.45,77.5,73.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Ages 45-64,Ohio,40,89.8,-1.09,91.1,88.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Ages 65+,Ohio,36,96.4,-0.55,97.2,95.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - American Indian/Alaskan Native,Ohio,,84.1,,95.3,73,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Asian,Ohio,,82.6,,91.3,73.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Black,Ohio,,88.1,,91.1,85.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - College Grad,Ohio,33,90.7,-0.7,92.1,89.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Female,Ohio,32,87.1,-0.62,88.5,85.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - High School Grad,Ohio,30,86,-0.42,87.8,84.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Hispanic,Ohio,,75.8,,84.2,67.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Cholesterol Check - Less than $25,000",Ohio,23,85.6,-0.15,87.9,83.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Less than High School,Ohio,30,82.8,-0.17,87.2,78.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Male,Ohio,25,83.5,-0.27,85.1,81.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Multiracial,Ohio,,68.3,,79.5,57.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Other Race,Ohio,,,,102,27.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Rural,Ohio,,89.1,,91.3,86.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Some College,Ohio,29,88.1,-0.51,90,86.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Suburban,Ohio,,92.6,,94.5,90.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - Urban,Ohio,42,91.2,-1.02,93.4,89,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Cholesterol Check - White,Ohio,33,85.7,-0.51,86.8,84.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Chronic Drinking,Ohio,39,7.1,0.69,7.8,6.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Chronic Drinking - $25-$49,999",Ohio,33,6.7,0.51,8.3,5.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Chronic Drinking - $50-$74,999",Ohio,,6.5,,8.2,4.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Chronic Drinking - $75,000 or More",Ohio,41,8.9,0.83,10.5,7.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Chronic Drinking - Ages 18-44,Ohio,43,8.9,1.25,10.3,7.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Chronic Drinking - Ages 45-64,Ohio,36,7.2,0.74,8.2,6.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Chronic Drinking - Ages 65+,Ohio,11,3.3,-0.85,4.1,2.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Chronic Drinking - American Indian/Alaskan Native,Ohio,,,,42.8,2.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Chronic Drinking - Asian,Ohio,,,,14.9,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Chronic Drinking - Black,Ohio,,4.7,,6.6,2.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Chronic Drinking - College Grad,Ohio,27,6.2,0.17,7.3,5.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Chronic Drinking - Female,Ohio,22,5.7,0,6.6,4.8,"CDC, Behavioral Risk Factor Surveillance System",2017
