Mother_Education_Code,Mother_Weight_Gain_Code,Pre-pregnancy_Diabetes_Code,Pre-pregnancy_Hypertension_Code,Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
1.0,0,1,1,3,36.0,830.0,3.0,24.0,45.2,1
1.0,0,1,1,6,39.0,791.0,0.0,23.0,32.4,1
1.0,0,1,1,7,36.0,3560.0,20.0,37.0,38.6,1
1.0,0,1,1,8,35.17,2890.83,9.33,36.67,37.95,6
1.0,0,1,1,9,36.04,3041.73,15.58,38.08,39.78,26
2.0,0,1,1,1,37.0,454.0,11.0,24.0,33.1,1
2.0,0,1,1,2,41.0,404.0,6.0,21.0,33.4,1
2.0,0,1,1,4,37.5,2809.0,23.5,36.0,40.2,2
2.0,0,1,1,5,32.0,1960.6,12.75,33.8,45.68,5
2.0,0,1,1,6,32.33,1591.78,13.0,29.67,37.64,9
2.0,0,1,1,7,36.0,2846.38,8.25,34.25,44.15,8
2.0,0,1,1,8,32.68,2871.24,12.11,35.92,41.99,37
2.0,0,1,1,9,32.37,2996.04,11.81,36.89,43.01,112
3.0,0,1,1,0,39.0,539.0,20.0,25.0,26.7,1
3.0,0,1,1,1,27.5,552.71,6.0,22.88,46.99,8
3.0,0,1,1,2,31.25,871.75,8.25,24.75,43.1,4
3.0,0,1,1,3,30.25,1727.25,5.25,28.75,39.45,4
3.0,0,1,1,4,26.0,2860.5,7.0,36.5,50.85,2
3.0,0,1,1,5,32.88,2746.38,12.62,33.86,41.86,8
3.0,0,1,1,6,31.77,2293.46,10.69,33.85,40.17,13
3.0,0,1,1,7,31.6,2281.16,10.45,32.48,39.61,25
3.0,0,1,1,8,31.68,2890.15,13.01,35.84,43.95,79
3.0,0,1,1,9,31.47,3056.52,13.17,37.03,42.46,227
3.0,0,1,1,10,29.25,3368.75,15.5,38.75,43.45,4
3.0,0,1,1,99,31.0,1955.0,20.0,28.5,45.35,2
4.0,0,1,1,1,34.25,1662.5,6.75,23.25,43.77,4
4.0,0,1,1,2,35.33,955.33,3.67,27.0,37.83,3
4.0,0,1,1,3,30.5,1331.0,10.5,29.0,48.4,2
4.0,0,1,1,4,29.6,1661.0,11.8,31.0,35.58,5
4.0,0,1,1,5,30.43,2245.0,15.43,33.0,42.56,7
4.0,0,1,1,6,32.75,2258.0,9.5,32.12,38.98,8
4.0,0,1,1,7,31.73,2709.65,10.56,34.42,43.15,26
4.0,0,1,1,8,32.57,2752.99,12.23,35.44,41.59,68
4.0,0,1,1,9,33.02,3059.43,14.26,37.0,43.2,223
4.0,0,1,1,10,28.6,3297.6,14.8,37.2,40.98,5
4.0,0,1,1,99,27.0,2890.0,14.0,38.0,33.0,1
5.0,0,1,1,5,32.33,2188.0,20.33,34.67,38.43,3
5.0,0,1,1,6,38.0,1941.0,19.0,32.5,37.55,2
5.0,0,1,1,7,35.78,3235.44,10.11,36.75,42.69,9
5.0,0,1,1,8,34.14,2790.14,11.79,35.45,39.82,29
5.0,0,1,1,9,34.23,2972.16,13.85,37.05,42.86,93
5.0,0,1,1,10,35.0,2552.0,12.0,37.0,34.0,1
5.0,0,1,1,99,20.0,255.0,12.0,21.0,37.9,1
6.0,0,1,1,3,37.0,610.0,5.0,22.0,52.0,1
6.0,0,1,1,5,29.0,1580.0,5.0,29.0,43.9,1
6.0,0,1,1,6,36.0,3228.0,10.5,32.5,38.85,2
6.0,0,1,1,7,33.12,2319.12,12.5,33.62,42.07,8
6.0,0,1,1,8,33.72,3003.52,13.44,35.92,42.0,25
6.0,0,1,1,9,34.1,2938.36,14.39,36.85,42.17,84
6.0,0,1,1,10,33.33,2648.0,11.0,36.0,39.33,3
6.0,0,1,1,99,35.0,400.0,7.0,20.0,45.8,1
7.0,0,1,1,4,40.0,1990.0,7.0,33.0,51.9,1
7.0,0,1,1,7,40.0,2922.4,18.0,36.8,43.4,5
7.0,0,1,1,8,33.86,2786.86,14.86,35.29,39.6,7
7.0,0,1,1,9,34.82,2992.76,15.06,37.0,42.22,33
7.0,0,1,1,10,35.5,3256.5,10.0,38.5,29.85,2
8.0,0,1,1,1,38.0,350.0,3.0,25.0,41.7,1
8.0,0,1,1,8,39.0,1900.0,10.0,35.0,33.9,1
8.0,0,1,1,9,41.0,1635.0,26.0,31.5,44.0,2
1.0,1,1,1,8,38.0,3246.0,23.0,39.0,37.8,1
1.0,1,1,1,9,34.25,2904.75,14.5,36.25,35.67,4
2.0,1,1,1,2,32.0,590.0,0.0,27.0,23.2,1
2.0,1,1,1,6,42.0,1490.0,14.0,29.0,31.0,1
2.0,1,1,1,8,35.0,2885.14,13.33,34.86,39.87,7
2.0,1,1,1,9,32.86,3308.43,13.69,37.14,39.74,14
3.0,1,1,1,1,31.0,1140.0,6.0,27.0,44.5,1
3.0,1,1,1,3,29.0,2900.0,10.0,38.0,34.2,1
3.0,1,1,1,5,29.0,2885.0,5.0,36.0,62.3,1
3.0,1,1,1,7,24.0,3712.0,16.0,39.0,41.6,1
3.0,1,1,1,8,33.43,2740.43,14.29,35.71,39.86,7
3.0,1,1,1,9,31.5,3333.79,14.25,37.46,40.98,24
4.0,1,1,1,1,41.0,440.0,8.0,23.0,42.4,1
4.0,1,1,1,5,26.0,2220.0,14.0,36.0,30.1,1
4.0,1,1,1,6,30.0,1615.0,8.0,29.5,50.7,2
4.0,1,1,1,7,31.0,2890.0,15.0,39.0,34.1,1
4.0,1,1,1,8,33.75,2747.5,12.0,33.0,40.4,4
4.0,1,1,1,9,32.22,3210.67,11.56,36.56,43.64,18
4.0,1,1,1,10,39.0,4977.0,18.0,37.0,43.7,1
5.0,1,1,1,3,36.0,4293.0,10.0,35.0,39.3,1
5.0,1,1,1,6,29.0,4277.0,19.0,38.0,48.3,1
5.0,1,1,1,7,30.0,4265.0,13.0,37.0,36.3,1
5.0,1,1,1,8,32.0,1532.5,16.0,33.0,38.6,2
5.0,1,1,1,9,33.25,3110.38,14.62,37.25,42.62,8
6.0,1,1,1,8,24.0,2410.0,20.0,36.0,37.2,1
6.0,1,1,1,9,34.5,3051.64,14.86,37.0,39.48,14
7.0,1,1,1,7,32.0,2655.0,20.0,37.0,47.3,1
7.0,1,1,1,8,37.0,2670.0,8.0,36.0,50.8,1
7.0,1,1,1,9,40.0,3220.0,16.0,36.4,41.04,5
7.0,1,1,1,10,29.0,2268.0,14.0,37.0,41.7,1
8.0,1,1,1,7,34.0,2890.0,12.0,37.0,42.6,1
1.0,2,1,1,8,39.0,3370.0,12.0,37.0,28.8,1
1.0,2,1,1,9,33.0,2859.5,24.0,38.0,32.6,2
2.0,2,1,1,2,35.0,1559.0,6.0,34.0,38.4,1
2.0,2,1,1,5,23.0,2252.5,11.0,33.0,38.9,2
2.0,2,1,1,7,39.0,2015.0,5.0,32.0,38.3,1
2.0,2,1,1,8,35.25,3312.5,12.25,37.0,45.4,4
2.0,2,1,1,9,32.73,3136.0,13.0,37.47,38.0,15
2.0,2,1,1,99,29.0,1247.0,5.0,27.0,54.5,1
3.0,2,1,1,1,34.5,440.5,6.5,22.5,38.9,2
3.0,2,1,1,2,36.67,2419.33,11.33,35.33,38.33,3
3.0,2,1,1,4,33.0,3405.0,8.0,36.0,50.1,1
3.0,2,1,1,6,22.0,630.0,10.0,25.0,51.3,1
3.0,2,1,1,7,31.5,3056.5,11.5,34.0,56.5,2
3.0,2,1,1,8,30.07,2442.64,13.5,35.64,36.42,14
3.0,2,1,1,9,32.22,3265.44,15.19,37.25,39.81,32
4.0,2,1,1,4,32.0,750.0,10.0,26.0,46.3,1
4.0,2,1,1,5,28.0,1449.0,10.0,30.0,49.9,1
4.0,2,1,1,6,28.0,1511.0,10.0,30.0,49.9,1
4.0,2,1,1,7,32.38,2411.62,13.62,34.25,38.01,8
4.0,2,1,1,8,30.0,2694.33,12.67,35.22,38.62,9
4.0,2,1,1,9,33.58,3383.42,16.12,36.83,43.21,24
4.0,2,1,1,10,20.0,2620.0,8.0,39.0,49.9,1
5.0,2,1,1,8,32.33,2562.67,19.0,36.33,41.27,3
5.0,2,1,1,9,34.12,2948.88,15.38,36.12,37.81,8
6.0,2,1,1,6,32.0,2980.0,20.0,37.0,57.3,1
6.0,2,1,1,7,35.5,4205.0,10.0,37.5,46.0,2
6.0,2,1,1,8,34.86,2240.71,12.29,33.71,34.4,7
6.0,2,1,1,9,34.52,3109.81,12.8,37.1,38.32,21
7.0,2,1,1,7,32.0,4210.0,26.0,39.0,37.3,1
7.0,2,1,1,9,39.33,3691.67,14.0,38.0,40.07,3
1.0,3,1,1,3,33.0,450.0,3.0,21.0,29.3,1
1.0,3,1,1,8,36.5,3242.5,15.5,37.5,29.15,2
1.0,3,1,1,9,36.67,3177.67,14.67,37.33,40.13,3
2.0,3,1,1,4,21.0,2280.0,10.0,33.0,41.6,1
2.0,3,1,1,5,36.0,1020.0,7.0,25.0,45.7,1
2.0,3,1,1,8,32.67,2930.67,13.33,36.67,44.67,3
2.0,3,1,1,9,33.2,3146.05,10.25,37.45,41.46,20
3.0,3,1,1,0,38.0,0.0,4.0,19.0,32.3,1
3.0,3,1,1,1,34.5,1343.0,9.0,29.0,40.85,2
3.0,3,1,1,2,33.0,0.0,2.0,19.0,35.9,1
3.0,3,1,1,4,38.0,2342.0,18.0,36.0,38.6,1
3.0,3,1,1,5,34.5,1910.5,5.5,34.0,46.8,2
3.0,3,1,1,6,35.0,970.0,14.0,29.0,45.2,1
3.0,3,1,1,7,34.0,2328.4,14.8,33.6,39.46,5
3.0,3,1,1,8,32.44,3093.56,14.33,37.11,41.46,9
3.0,3,1,1,9,32.69,2968.19,13.03,36.69,40.2,32
4.0,3,1,1,4,31.0,1800.0,15.0,31.0,31.7,1
4.0,3,1,1,5,30.0,737.0,11.0,26.0,40.7,1
4.0,3,1,1,7,38.33,3036.67,16.0,36.0,42.2,3
4.0,3,1,1,8,31.75,2882.12,14.88,35.88,38.24,8
4.0,3,1,1,9,32.44,3036.24,17.92,37.2,37.83,25
4.0,3,1,1,10,40.0,4130.0,12.0,38.0,43.0,1
5.0,3,1,1,0,26.0,227.0,3.0,19.0,37.9,1
5.0,3,1,1,7,36.0,1050.0,23.0,28.0,43.5,1
5.0,3,1,1,8,35.0,4071.67,20.33,37.67,45.93,3
5.0,3,1,1,9,34.78,2833.22,12.89,36.0,37.49,9
5.0,3,1,1,10,38.0,3203.0,15.0,38.0,39.5,1
6.0,3,1,1,0,29.0,270.0,11.0,19.0,42.9,1
6.0,3,1,1,5,38.0,610.0,7.0,27.0,23.2,1
6.0,3,1,1,8,33.5,3580.5,13.0,38.0,36.15,2
6.0,3,1,1,9,34.0,3021.33,17.75,37.08,41.96,12
7.0,3,1,1,1,35.0,530.0,7.0,22.0,50.2,1
7.0,3,1,1,6,41.0,3175.0,18.0,38.0,39.8,1
7.0,3,1,1,7,42.0,1150.0,13.0,31.0,39.6,1
7.0,3,1,1,9,37.8,2851.0,12.2,36.6,34.94,5
8.0,3,1,1,9,36.0,3685.0,12.0,38.0,37.4,1
1.0,4,1,1,7,36.0,762.5,12.0,24.0,36.6,2
1.0,4,1,1,8,30.0,1276.0,31.0,31.0,34.3,1
1.0,4,1,1,9,41.29,2740.29,16.71,35.0,33.19,7
1.0,4,1,1,10,38.0,3118.0,14.0,39.0,34.8,1
2.0,4,1,1,7,33.5,1940.0,12.5,35.0,43.1,2
2.0,4,1,1,8,30.57,2385.0,11.86,34.71,45.7,7
2.0,4,1,1,9,30.88,2871.19,11.56,36.44,37.77,16
3.0,4,1,1,1,33.0,303.0,9.0,21.5,43.85,2
3.0,4,1,1,5,37.0,1162.0,2.0,26.0,42.2,1
3.0,4,1,1,6,24.0,650.0,0.0,24.0,36.6,1
3.0,4,1,1,7,30.22,2471.0,7.89,33.56,40.11,9
3.0,4,1,1,8,33.22,2819.33,15.22,34.56,39.04,9
3.0,4,1,1,9,31.88,2976.74,13.14,36.91,40.22,43
3.0,4,1,1,10,32.0,2749.0,10.0,39.0,30.8,1
4.0,4,1,1,1,30.0,3487.0,21.0,30.0,52.5,1
4.0,4,1,1,3,35.0,1730.0,10.0,30.0,41.2,1
4.0,4,1,1,4,32.0,992.5,8.0,27.5,44.55,2
4.0,4,1,1,5,28.0,1839.67,9.33,29.67,42.7,3
4.0,4,1,1,6,35.0,475.0,6.0,23.0,44.1,1
4.0,4,1,1,7,33.86,2653.86,10.14,34.14,40.87,7
4.0,4,1,1,8,31.0,2317.64,13.5,34.21,39.04,14
4.0,4,1,1,9,33.29,2968.67,11.88,37.17,41.46,24
5.0,4,1,1,7,34.5,2882.0,13.0,36.5,44.8,2
5.0,4,1,1,8,35.25,2012.75,9.0,32.5,38.97,4
5.0,4,1,1,9,33.05,3173.16,15.72,37.05,39.95,19
6.0,4,1,1,5,25.0,2478.0,17.0,35.0,48.1,1
6.0,4,1,1,6,42.0,660.0,12.0,26.0,37.1,1
6.0,4,1,1,7,28.0,2455.0,16.0,35.0,52.65,2
6.0,4,1,1,8,32.83,2640.5,14.17,37.0,43.98,6
6.0,4,1,1,9,33.88,3082.0,15.44,37.0,37.53,17
7.0,4,1,1,8,35.0,3431.0,10.0,35.0,43.3,1
7.0,4,1,1,9,37.5,3092.0,19.0,37.12,38.45,8
8.0,4,1,1,9,38.0,3295.5,12.0,35.5,43.65,2
1.0,5,1,1,7,28.0,4082.0,15.0,36.0,31.8,1
1.0,5,1,1,8,30.0,2612.33,10.33,35.67,39.33,3
1.0,5,1,1,9,41.83,3427.17,14.83,38.0,33.6,6
2.0,5,1,1,1,36.0,2273.0,5.5,32.5,39.45,2
2.0,5,1,1,3,38.0,1729.0,6.0,34.0,40.3,1
2.0,5,1,1,4,36.0,1134.0,9.0,31.0,39.1,1
2.0,5,1,1,6,23.0,2680.0,15.0,39.0,48.2,1
2.0,5,1,1,7,30.0,2336.0,10.0,32.5,38.45,2
2.0,5,1,1,8,26.33,2190.0,11.67,34.0,42.33,3
2.0,5,1,1,9,32.4,2975.67,9.93,36.93,38.15,15
3.0,5,1,1,1,41.0,580.0,12.0,22.0,54.6,1
3.0,5,1,1,2,33.0,397.0,3.0,22.0,39.5,1
3.0,5,1,1,3,41.0,1531.0,0.0,28.0,27.3,1
3.0,5,1,1,4,36.67,2353.0,7.67,31.67,41.83,3
3.0,5,1,1,5,38.0,822.0,6.0,25.0,54.4,1
3.0,5,1,1,6,28.0,3440.0,40.0,38.0,53.5,1
3.0,5,1,1,7,33.5,2610.0,11.0,34.5,33.45,2
3.0,5,1,1,8,32.07,2760.93,10.07,34.64,44.89,14
3.0,5,1,1,9,31.59,3054.17,12.87,36.93,39.65,41
4.0,5,1,1,5,33.0,410.0,6.0,25.0,43.4,1
4.0,5,1,1,6,33.5,2325.0,11.5,30.5,51.3,2
4.0,5,1,1,7,31.2,1849.4,16.4,31.8,41.32,5
4.0,5,1,1,8,32.5,2549.67,14.0,36.17,38.13,6
4.0,5,1,1,9,31.9,3163.56,14.95,37.13,39.1,39
5.0,5,1,1,2,31.0,3675.0,12.0,38.0,48.4,1
5.0,5,1,1,7,36.0,640.0,4.0,25.0,25.6,1
5.0,5,1,1,8,28.5,3029.25,9.5,35.75,37.3,4
5.0,5,1,1,9,34.54,3143.54,14.75,36.69,39.43,13
6.0,5,1,1,4,29.0,4451.0,15.0,38.0,60.2,1
6.0,5,1,1,6,35.0,4130.0,19.0,36.0,36.3,1
6.0,5,1,1,7,26.0,2420.0,30.0,34.0,36.6,1
6.0,5,1,1,8,33.38,2803.25,13.25,35.5,43.32,8
6.0,5,1,1,9,36.04,3107.17,13.14,37.22,38.0,23
6.0,5,1,1,10,32.0,3270.0,17.0,37.0,24.6,1
7.0,5,1,1,7,32.0,3289.0,13.0,38.0,37.0,1
7.0,5,1,1,8,37.0,3261.67,10.0,37.33,36.27,3
7.0,5,1,1,9,35.21,2792.07,17.0,37.5,39.65,14
8.0,5,1,1,8,38.0,2358.0,10.5,34.5,34.6,2
8.0,5,1,1,9,40.5,2875.0,14.5,36.5,32.55,2
1.0,6,1,1,6,42.0,3895.0,10.0,35.0,34.7,1
1.0,6,1,1,9,36.29,3019.86,16.14,37.57,33.7,7
2.0,6,1,1,0,31.0,1240.0,3.0,29.0,26.4,1
2.0,6,1,1,2,35.0,312.0,5.0,23.0,32.9,1
2.0,6,1,1,6,21.0,2243.5,7.0,29.5,47.0,2
2.0,6,1,1,7,37.0,660.0,9.0,24.0,55.2,1
2.0,6,1,1,8,28.5,2339.25,7.5,32.75,33.0,4
2.0,6,1,1,9,30.0,3115.83,11.61,37.17,42.11,18
3.0,6,1,1,1,25.0,369.0,3.0,22.0,23.2,1
3.0,6,1,1,2,34.0,3280.0,21.0,35.0,53.2,1
3.0,6,1,1,4,29.0,992.0,7.0,26.0,46.0,1
3.0,6,1,1,5,20.0,3289.0,7.0,37.0,26.8,1
3.0,6,1,1,7,34.4,1974.8,11.8,32.4,37.72,5
3.0,6,1,1,8,34.5,2611.25,11.17,33.67,36.15,12
3.0,6,1,1,9,32.23,2910.57,13.33,36.64,39.03,47
4.0,6,1,1,1,31.67,306.0,7.33,20.33,31.2,3
4.0,6,1,1,2,36.0,510.0,15.0,26.0,34.7,1
4.0,6,1,1,3,37.0,1640.0,8.0,28.0,40.7,1
4.0,6,1,1,7,28.0,3884.0,9.0,37.0,36.8,1
4.0,6,1,1,8,30.5,3055.88,11.62,36.5,41.38,8
4.0,6,1,1,9,33.08,2956.33,14.64,36.38,41.26,39
5.0,6,1,1,5,41.0,2640.0,12.0,37.5,46.15,2
5.0,6,1,1,6,41.0,3980.0,12.0,38.0,30.7,1
5.0,6,1,1,7,31.5,2949.0,13.5,35.75,36.77,4
5.0,6,1,1,8,36.17,3542.83,12.67,37.17,43.03,6
5.0,6,1,1,9,33.37,3103.37,13.89,37.32,39.27,19
6.0,6,1,1,3,33.0,3997.0,9.0,37.0,46.3,1
6.0,6,1,1,5,38.0,1880.0,30.0,36.0,35.7,1
6.0,6,1,1,7,34.0,2735.33,15.0,34.67,40.47,3
6.0,6,1,1,8,37.0,2421.0,17.0,37.0,44.1,2
6.0,6,1,1,9,33.25,2884.06,15.25,37.06,36.45,16
7.0,6,1,1,6,38.0,400.0,7.0,22.0,35.1,1
7.0,6,1,1,7,40.5,2107.5,10.5,32.5,38.1,2
7.0,6,1,1,8,28.0,2930.0,10.5,36.5,49.45,2
7.0,6,1,1,9,34.11,3053.22,15.5,37.22,40.47,9
7.0,6,1,1,10,39.0,3695.0,13.0,37.0,46.4,1
8.0,6,1,1,9,33.0,3033.0,13.0,39.0,41.8,1
1.0,7,1,1,7,36.0,3459.0,11.0,36.0,43.0,1
1.0,7,1,1,8,37.5,3163.25,15.75,37.5,35.77,4
1.0,7,1,1,9,37.86,2852.57,13.43,37.43,36.51,7
2.0,7,1,1,3,41.0,790.0,6.0,26.0,39.5,1
2.0,7,1,1,5,27.0,2295.0,18.0,38.0,32.1,1
2.0,7,1,1,6,33.0,4784.0,4.0,40.0,39.6,1
2.0,7,1,1,7,42.0,2925.0,3.5,36.33,42.37,3
2.0,7,1,1,8,32.75,2679.0,14.25,35.75,46.12,4
2.0,7,1,1,9,34.1,2756.15,11.1,35.1,37.64,20
3.0,7,1,1,3,30.0,2980.0,15.0,34.0,53.1,1
3.0,7,1,1,4,39.0,3110.0,16.0,37.0,39.5,1
3.0,7,1,1,5,35.0,965.0,5.0,28.0,32.2,1
3.0,7,1,1,6,26.5,2488.5,13.5,33.5,30.55,2
3.0,7,1,1,7,30.83,2805.17,11.17,35.0,44.5,6
3.0,7,1,1,8,32.1,2356.1,11.56,34.6,39.46,10
3.0,7,1,1,9,31.11,3111.98,13.74,37.02,39.91,44
4.0,7,1,1,1,20.0,0.0,13.0,17.0,34.3,1
4.0,7,1,1,3,34.0,3005.0,4.0,38.0,40.7,1
4.0,7,1,1,4,24.0,2920.0,7.0,34.0,33.3,1
4.0,7,1,1,6,37.0,2070.0,6.0,32.0,53.2,1
4.0,7,1,1,7,29.0,1983.5,20.0,33.5,41.15,2
4.0,7,1,1,8,33.0,2860.2,15.2,35.8,44.22,5
4.0,7,1,1,9,32.28,3017.17,15.15,36.43,39.38,47
4.0,7,1,1,99,40.0,325.0,18.0,20.0,32.0,1
5.0,7,1,1,5,41.0,4050.0,13.0,38.0,31.6,1
5.0,7,1,1,6,36.0,2840.0,7.0,39.0,33.3,1
5.0,7,1,1,7,32.0,1030.0,10.0,27.0,43.1,1
5.0,7,1,1,8,30.83,2343.5,9.83,33.67,37.77,6
5.0,7,1,1,9,34.83,3014.75,15.36,36.08,35.78,12
6.0,7,1,1,4,30.0,1030.0,5.0,27.0,32.6,1
6.0,7,1,1,7,39.0,539.0,5.0,25.0,42.5,1
6.0,7,1,1,8,34.12,2738.38,11.5,34.5,38.62,8
6.0,7,1,1,9,33.45,2961.68,12.67,36.68,34.17,22
7.0,7,1,1,4,37.0,3670.0,10.0,35.0,39.2,1
7.0,7,1,1,7,37.5,2422.5,12.5,33.5,45.2,2
7.0,7,1,1,8,41.0,4082.0,11.0,37.0,53.6,1
7.0,7,1,1,9,39.0,3214.43,17.0,37.71,43.39,7
7.0,7,1,1,10,41.0,2889.0,6.0,39.0,30.9,1
8.0,7,1,1,8,39.0,2410.0,10.0,33.0,28.9,1
8.0,7,1,1,9,34.67,3493.0,14.67,37.33,39.87,3
1.0,8,1,1,8,40.0,1885.0,6.0,32.0,26.9,1
1.0,8,1,1,9,36.86,2417.43,11.83,35.14,34.46,7
1.0,8,1,1,10,36.0,2580.0,8.0,39.0,24.6,1
2.0,8,1,1,2,38.0,539.0,2.0,23.0,23.2,1
2.0,8,1,1,4,26.0,2013.0,7.0,34.0,34.7,1
2.0,8,1,1,6,29.0,3147.0,12.0,35.0,58.7,1
2.0,8,1,1,7,33.0,2608.0,16.0,33.0,51.4,1
2.0,8,1,1,8,33.6,3300.8,14.6,37.4,34.35,5
2.0,8,1,1,9,30.71,2881.21,12.54,36.88,38.62,24
3.0,8,1,1,1,28.0,717.5,3.5,26.0,39.35,2
3.0,8,1,1,2,31.5,1705.0,10.0,31.0,40.8,2
3.0,8,1,1,4,29.0,3232.0,10.0,39.0,48.5,1
3.0,8,1,1,6,25.0,690.0,8.0,24.0,53.1,1
3.0,8,1,1,7,29.33,620.0,8.0,24.67,45.9,3
3.0,8,1,1,8,29.8,3138.9,10.6,36.1,38.2,10
3.0,8,1,1,9,32.45,3151.77,13.98,36.89,39.43,44
4.0,8,1,1,1,34.0,1190.0,20.0,28.0,49.1,1
4.0,8,1,1,5,33.5,2005.0,7.5,32.0,46.75,2
4.0,8,1,1,6,32.33,2209.33,10.33,32.67,37.23,3
4.0,8,1,1,7,31.4,2599.4,17.2,33.8,42.82,5
4.0,8,1,1,8,33.73,2854.36,13.73,34.09,40.07,11
4.0,8,1,1,9,31.71,3063.38,14.17,36.49,38.34,45
4.0,8,1,1,10,22.0,3610.0,12.0,39.0,60.8,1
5.0,8,1,1,1,26.0,415.0,10.0,27.0,44.9,1
5.0,8,1,1,5,33.5,1842.0,9.0,32.5,38.3,2
5.0,8,1,1,7,36.0,1640.0,21.0,32.0,50.2,1
5.0,8,1,1,8,34.89,2423.44,10.0,34.22,40.0,9
5.0,8,1,1,9,34.46,2980.92,11.31,36.46,37.15,13
5.0,8,1,1,10,27.0,3740.0,32.0,39.0,38.4,1
6.0,8,1,1,7,28.0,3260.0,17.0,39.0,31.6,1
6.0,8,1,1,8,32.0,2300.0,20.0,37.0,39.7,1
6.0,8,1,1,9,34.87,3175.61,16.68,37.61,37.45,23
6.0,8,1,1,10,42.0,3215.0,10.0,38.0,39.5,1
7.0,8,1,1,6,28.0,920.0,6.0,25.0,36.4,2
7.0,8,1,1,8,33.0,1999.0,12.0,32.0,35.7,2
7.0,8,1,1,9,38.14,2712.57,13.14,37.71,41.31,7
8.0,8,1,1,9,29.0,3004.0,15.0,37.0,29.6,2
1.0,9,1,1,6,41.0,2107.0,12.5,33.5,28.45,2
1.0,9,1,1,7,38.0,3620.0,9.0,36.0,28.7,1
1.0,9,1,1,8,30.0,3657.0,10.0,36.0,44.4,1
1.0,9,1,1,9,39.33,3637.33,14.0,37.67,40.96,9
1.0,9,1,1,10,40.0,2126.0,8.0,37.0,27.1,1
2.0,9,1,1,5,41.0,1380.0,27.0,30.0,30.8,1
2.0,9,1,1,6,33.0,945.0,8.0,27.0,47.6,1
2.0,9,1,1,8,32.29,2374.86,10.57,33.86,33.9,7
2.0,9,1,1,9,31.76,3166.29,13.12,36.06,39.55,17
3.0,9,1,1,1,32.0,962.5,7.5,26.5,45.8,2
3.0,9,1,1,2,34.0,4570.0,15.0,38.0,38.0,1
3.0,9,1,1,3,29.0,770.0,7.0,27.0,26.3,1
3.0,9,1,1,5,30.5,2470.0,24.0,33.0,51.3,2
3.0,9,1,1,7,30.5,4041.0,10.0,37.5,37.75,2
3.0,9,1,1,8,30.75,1848.5,15.0,32.25,39.7,4
3.0,9,1,1,9,32.36,3039.07,12.4,36.73,38.95,55
3.0,9,1,1,10,30.0,2268.0,20.0,38.0,30.3,1
4.0,9,1,1,2,37.0,642.5,13.0,25.0,28.0,2
4.0,9,1,1,4,37.0,2970.0,8.0,33.0,58.4,1
4.0,9,1,1,5,23.0,2980.0,8.0,34.0,35.2,1
4.0,9,1,1,7,32.8,2150.2,9.4,30.6,39.76,5
4.0,9,1,1,8,34.43,2797.29,12.0,35.14,40.74,7
4.0,9,1,1,9,33.93,3147.19,15.15,37.22,37.42,27
4.0,9,1,1,99,30.0,360.0,5.0,21.0,43.8,1
5.0,9,1,1,7,37.0,2170.0,14.0,36.0,28.7,1
5.0,9,1,1,8,34.43,3287.86,13.29,36.29,39.89,7
5.0,9,1,1,9,35.53,3184.53,14.35,37.41,39.46,17
5.0,9,1,1,10,19.0,3231.0,11.0,38.0,39.5,1
6.0,9,1,1,5,27.0,3520.0,13.0,36.0,46.9,1
6.0,9,1,1,8,38.14,3443.71,15.0,36.71,41.83,7
6.0,9,1,1,9,33.19,3098.42,15.84,37.81,39.74,26
6.0,9,1,1,10,37.0,3995.0,14.0,36.0,30.7,1
7.0,9,1,1,8,36.33,3362.0,15.33,37.33,42.5,3
7.0,9,1,1,9,37.0,3251.07,17.57,36.79,36.29,14
8.0,9,1,1,9,41.5,2452.5,19.0,34.0,40.15,2
1.0,10,1,1,7,28.0,1535.0,9.0,33.0,41.3,1
1.0,10,1,1,8,40.5,3931.0,8.5,37.0,32.4,2
1.0,10,1,1,9,36.55,2988.64,10.91,36.36,33.9,11
2.0,10,1,1,1,36.0,1941.0,12.0,33.0,51.3,1
2.0,10,1,1,5,17.0,907.0,5.0,31.0,23.0,1
2.0,10,1,1,6,35.5,3690.0,10.5,37.5,38.9,2
2.0,10,1,1,7,30.4,1025.2,4.6,27.4,28.4,5
2.0,10,1,1,8,33.8,2400.8,13.4,34.0,33.1,5
2.0,10,1,1,9,33.71,3268.71,10.59,36.94,39.75,31
2.0,10,1,1,10,35.0,4380.0,12.0,39.0,46.7,1
2.0,10,1,1,99,33.0,482.0,6.0,22.0,56.6,1
3.0,10,1,1,1,25.0,1245.0,12.0,28.0,65.5,1
3.0,10,1,1,2,26.0,3640.0,6.0,36.0,45.8,1
3.0,10,1,1,4,37.0,4910.0,7.0,36.0,36.0,1
3.0,10,1,1,5,29.5,4125.0,9.5,36.5,41.55,2
3.0,10,1,1,6,34.0,2030.0,16.67,34.75,42.77,4
3.0,10,1,1,7,33.67,2442.67,10.58,32.92,38.12,12
3.0,10,1,1,8,35.33,2787.1,13.58,35.1,40.85,21
3.0,10,1,1,9,33.02,3097.3,13.25,36.8,39.26,60
3.0,10,1,1,10,36.0,3005.0,12.0,37.0,28.7,1
