Mother_Education_Code,Mother_Weight_Gain_Code,Pre-pregnancy_Diabetes_Code,Pre-pregnancy_Hypertension_Code,Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
1,0,1,1,8,35.67,2524,36,11.67,35.67,36.87,3
1,0,1,1,9,36.75,2986.25,37.12,16.88,37.5,37.15,8
2,0,1,1,1,37,454,30,11,24,33.1,1
2,0,1,1,2,41,404,21,6,21,33.4,1
2,0,1,1,5,36,2490,36,0,36,54.8,1
2,0,1,1,6,30.33,1065,29,7,28.33,34.93,3
2,0,1,1,7,33.5,1882.5,32,10.5,31,37.8,2
2,0,1,1,8,32.12,2938.94,36.94,13.69,36,40.08,16
2,0,1,1,9,31.14,3033.6,36.8,11.85,36.66,44.94,35
3,0,1,1,1,23,0,18,6,18,33.6,1
3,0,1,1,2,26,510,21,3,21,41.5,1
3,0,1,1,3,26,2834.5,34.5,6.5,34,44.4,2
3,0,1,1,5,32.75,3183.75,37,16.75,36.25,45.65,4
3,0,1,1,6,32.5,2582,37.5,13.5,33.5,35.75,2
3,0,1,1,7,33.43,2392.93,33.86,9.92,33.14,38.68,14
3,0,1,1,8,31.38,2864.08,35.96,14.04,35.17,44.69,24
3,0,1,1,9,31.09,2959.83,36.99,11.83,36.87,41.48,78
3,0,1,1,10,30,3997,41,8,40,43.3,1
3,0,1,1,99,25,3630,37,20,38,48.6,1
4,0,1,1,1,31,0,18.5,4,18,46.95,2
4,0,1,1,2,28,410,22,0,21,36.8,1
4,0,1,1,3,30,2010,34,12,34,46.3,1
4,0,1,1,4,31,1648.33,30.67,7.33,31,37.2,3
4,0,1,1,5,30.5,2211.25,34,20,33.25,44.25,4
4,0,1,1,6,30,1799.33,31,8,30.33,34.5,3
4,0,1,1,7,31,2499,32.4,9.8,32.8,44.52,5
4,0,1,1,8,32.64,2901.29,36.43,12.56,36.29,41.1,28
4,0,1,1,9,33.05,3021.07,37.86,14.76,37.17,43.37,81
4,0,1,1,10,26,3260,46,18,37,53.3,1
4,0,1,1,99,27,2890,38,14,38,33,1
5,0,1,1,5,32.33,2188,34.67,20.33,34.67,38.43,3
5,0,1,1,6,38,1941,33,19,32.5,37.55,2
5,0,1,1,7,37.5,3703.5,37,15.5,37,43.8,2
5,0,1,1,8,33.22,2683.33,36.89,12.33,35.33,43.34,9
5,0,1,1,9,33.45,2987.66,37.76,15.9,37.38,43.16,29
6,0,1,1,3,37,610,22,5,22,52,1
6,0,1,1,5,29,1580,30,5,29,43.9,1
6,0,1,1,6,36,3228,30,10.5,32.5,38.85,2
6,0,1,1,7,32.33,1662,33.33,12.33,30.67,42.33,3
6,0,1,1,8,33.91,3006.36,36.91,11.91,36.36,42.29,11
6,0,1,1,9,34.11,2930.62,37.24,14.51,36.76,41.15,37
6,0,1,1,10,29,2870,37,12,38,42.4,1
6,0,1,1,99,35,400,22,7,20,45.8,1
7,0,1,1,4,40,1990,32,7,33,51.9,1
7,0,1,1,7,37,2780,40,40,40,33.6,1
7,0,1,1,8,32.67,3187,37,14,37,38.27,3
7,0,1,1,9,35.85,3147.23,37.92,15.77,37.62,41.93,13
7,0,1,1,10,33,3248,39,12,39,43.3,1
8,0,1,1,9,44,2660,38,49,38,46.3,1
,0,1,1,6,30,1162,28,8,28,54,1
,0,1,1,9,37,3865,28,14,39,42.8,1
1,1,1,1,9,35,3401,38,11,38,42.9,1
2,1,1,1,2,32,590,29,0,27,23.2,1
2,1,1,1,8,33,3770,40,19,39,58.7,1
2,1,1,1,9,32.5,3380.25,38.5,14.67,38.5,35.07,4
3,1,1,1,1,31,1140,37,6,27,44.5,1
3,1,1,1,7,24,3712,39,16,39,41.6,1
3,1,1,1,8,39,2518,35.5,19,35,42.9,2
3,1,1,1,9,31.42,3042,38.5,12.33,37.17,42.95,12
4,1,1,1,5,26,2220,36,14,36,30.1,1
4,1,1,1,8,37.5,3385,37.5,16,36,40.7,2
4,1,1,1,9,31.83,3154.5,37.5,13.83,37,45.47,6
5,1,1,1,3,36,4293,35,10,35,39.3,1
5,1,1,1,8,33,1435,31,6,31,22.3,1
5,1,1,1,9,38,2634.5,37.5,16,36,42.25,2
6,1,1,1,9,35.25,3100,37.5,12.25,37.5,36.83,4
7,1,1,1,8,37,2670,35,8,36,50.8,1
7,1,1,1,9,38.5,3486.5,37.5,10,37.5,49.7,2
7,1,1,1,10,29,2268,37,14,37,41.7,1
1,2,1,1,8,39,3370,37,12,37,28.8,1
1,2,1,1,9,34,2939,35,30,38,25,1
2,2,1,1,5,23,2252.5,32.5,11,33,38.9,2
2,2,1,1,8,39,3635,38,11,38,40.7,1
2,2,1,1,9,33.83,2925.33,37.17,9.83,36.67,36.43,6
2,2,1,1,99,29,1247,27,5,27,54.5,1
3,2,1,1,2,30,2296,42,3,35,40.8,1
3,2,1,1,8,26.67,2610.33,35.67,14.33,35.33,30.5,3
3,2,1,1,9,32.69,3397.5,38.19,12.13,37.62,39.06,16
4,2,1,1,4,32,750,26,10,26,46.3,1
4,2,1,1,7,32.67,1335.67,32,11.67,30,32.8,3
4,2,1,1,8,30,2685,36,11.2,35.2,34.28,5
4,2,1,1,9,31.5,3411.25,38,17,37.25,43.85,4
5,2,1,1,8,32,2426.5,36,17.5,34,38,2
5,2,1,1,9,35,2408.75,36.5,15.25,35.25,35.15,4
6,2,1,1,6,32,2980,37,20,37,57.3,1
6,2,1,1,7,40,4094,38,10,38,37.3,1
6,2,1,1,8,34.25,2626.25,34.5,15.25,35.75,33.2,4
6,2,1,1,9,36.22,3082.44,37.33,11.62,37.33,35.13,9
7,2,1,1,7,32,4210,40,26,39,37.3,1
1,3,1,1,8,38,3365,42,8,39,27.8,1
1,3,1,1,9,35.5,3054,37.5,14.5,37.5,39.5,2
2,3,1,1,4,21,2280,33,10,33,41.6,1
2,3,1,1,8,31,3575,35,10,35,29,1
2,3,1,1,9,30.5,2909.5,36.67,8.5,37,42.85,6
3,3,1,1,0,38,0,19,4,19,32.3,1
3,3,1,1,1,34.5,1343,31.5,9,29,40.85,2
3,3,1,1,2,33,0,19,2,19,35.9,1
3,3,1,1,5,34.5,1910.5,35.5,5.5,34,46.8,2
3,3,1,1,8,33.75,2789,37,13.75,36.25,36.95,4
3,3,1,1,9,31.24,2896.76,37.18,12.94,36.59,40.14,17
4,3,1,1,8,30.5,2881.25,36.75,10.5,36,33.23,4
4,3,1,1,9,29.88,2677.25,37.88,16.62,36.62,39.61,8
4,3,1,1,10,40,4130,38,12,38,43,1
5,3,1,1,0,26,227,19,3,19,37.9,1
5,3,1,1,8,37,5352,38,15,38,57.3,1
5,3,1,1,9,36,3640.33,38.33,19,36.67,46.4,3
6,3,1,1,5,38,610,27,7,27,23.2,1
6,3,1,1,8,33.5,3580.5,38,13,38,36.15,2
6,3,1,1,9,34.5,3307.75,35,12.5,37.25,36.3,4
1,4,1,1,8,30,1276,37,31,31,34.3,1
1,4,1,1,9,41.5,3090,38,19,38,40.2,2
2,4,1,1,8,27.5,2903,36.5,10,36.5,44.15,2
2,4,1,1,9,31.5,2699.83,35.83,13,35.83,36.47,6
3,4,1,1,1,30,341,24,15,24,49.2,1
3,4,1,1,7,29.5,2235,34,8.5,34,36.7,2
3,4,1,1,8,35.25,3132.25,37.75,15.5,36.75,37.3,4
3,4,1,1,9,31.06,2998.76,37.59,14.41,36.94,44.42,17
4,4,1,1,4,32,992.5,28,8,27.5,44.55,2
4,4,1,1,5,29,945,31.5,6,25.5,49.4,2
4,4,1,1,6,35,475,23,6,23,44.1,1
4,4,1,1,7,36,2330.33,34,11,33,42.73,3
4,4,1,1,8,31.17,2482.17,35,13.17,34.67,42.28,6
4,4,1,1,9,33.7,2984.3,37.1,10.5,36.8,39.94,10
5,4,1,1,7,34.5,2882,39.5,13,36.5,44.8,2
5,4,1,1,8,36,3119,38,14,38,37.3,1
5,4,1,1,9,31.38,3192.88,36.75,17.88,36.62,40.48,8
6,4,1,1,8,30.67,2729.33,36.67,15.67,36.67,38.87,3
6,4,1,1,9,34.5,2730.17,35.67,16,36.83,35.38,6
7,4,1,1,9,37.75,2813.75,36.75,15,36.75,43.08,4
,4,1,1,9,24,3445,38,14,38,43.3,1
1,5,1,1,9,42,3350,45,15,38,37.2,1
2,5,1,1,1,33,2760,36,8,36,39.3,1
2,5,1,1,4,36,1134,31,9,31,39.1,1
2,5,1,1,7,29,2041,34,7,32,42,1
2,5,1,1,8,26.33,2190,34.33,11.67,34,42.33,3
2,5,1,1,9,34.6,3007,37.6,10.2,37,38.28,5
3,5,1,1,2,33,397,30,3,22,39.5,1
3,5,1,1,4,35,2565.5,33,9.5,31.5,46.95,2
3,5,1,1,8,33.17,2117.5,32,8.67,32.17,42.17,6
3,5,1,1,9,30.25,3119.25,37.33,9.45,37.25,37.43,12
4,5,1,1,7,25,2990,37,14,37,45.7,1
4,5,1,1,8,28.67,2973.67,38,11.67,36.67,40.4,3
4,5,1,1,9,32.07,3042.27,38.8,16.73,37.4,36.34,15
5,5,1,1,2,31,3675,40,12,38,48.4,1
5,5,1,1,7,36,640,25,4,25,25.6,1
5,5,1,1,8,29,3360,38,4,37,28.6,1
5,5,1,1,9,33.25,2870.5,36.75,14,36.75,38.48,4
6,5,1,1,8,34,2311.2,33.8,12.6,33.8,37.76,5
6,5,1,1,9,37.44,3285.78,37.33,11.12,37.22,35.22,9
7,5,1,1,7,32,3289,38,13,38,37,1
7,5,1,1,9,36.67,2979,37.67,11,38.33,40.9,3
8,5,1,1,8,39,1030,32,9,32,34.2,1
1,6,1,1,9,39,2525.5,39,15.5,37,37.95,2
2,6,1,1,6,19,617,23,6,23,41.1,1
2,6,1,1,8,24,3231,35,10,35,33.5,1
2,6,1,1,9,27.5,3091,38.75,14.75,38.25,41.9,4
3,6,1,1,7,39,1060,25.5,8,28,35.05,2
3,6,1,1,8,38,2982.5,36.5,13.5,33.5,35.25,2
3,6,1,1,9,32.78,2859.5,37.94,14.24,37.22,37.43,18
4,6,1,1,1,28,295,21,0,21,32.6,1
4,6,1,1,8,30.2,3204,37.2,12.8,36.4,41.96,5
4,6,1,1,9,33.07,2803.07,35.8,13.6,35.47,40.86,15
5,6,1,1,7,34,1919,34,9,34,30.8,1
5,6,1,1,8,38.33,3837.33,38.33,11,37,32.57,3
5,6,1,1,9,33.6,2971.2,37,12.8,36.8,45.74,5
6,6,1,1,7,34,3670,36,15,36,34.2,1
6,6,1,1,8,37,2421,38,17,37,44.1,2
6,6,1,1,9,35.33,2532.67,36.33,11.67,36.67,34.43,3
7,6,1,1,6,38,400,20,7,22,35.1,1
7,6,1,1,8,27,2665,38,10,37,46.4,1
7,6,1,1,9,33.4,2997,38.4,16.2,37.8,39.82,5
1,7,1,1,7,36,3459,38,11,36,43,1
1,7,1,1,8,40.33,2631,37,16.33,37.67,32.2,3
2,7,1,1,5,27,2295,38,18,38,32.1,1
2,7,1,1,7,42,2925,37,3.5,36.33,42.37,3
2,7,1,1,9,37,2832.17,35.83,9.83,35.5,34.33,6
3,7,1,1,7,31.33,2497.67,34.67,11.33,33,42.63,3
3,7,1,1,8,36,2310.33,36.67,13.33,35,42.17,3
3,7,1,1,9,32.5,2877.28,37,13.41,36.33,41.08,18
4,7,1,1,7,35,990,28,0,28,38.4,1
4,7,1,1,8,35,2608.67,34,11.33,34.67,43.13,3
4,7,1,1,9,33.14,2904.79,36,12.57,35.79,37.46,14
5,7,1,1,5,41,4050,38,13,38,31.6,1
5,7,1,1,8,33,2536,35,10,35,37.55,2
5,7,1,1,9,35.5,2831.83,35.83,12.4,35.33,35.37,6
6,7,1,1,4,30,1030,27,5,27,32.6,1
6,7,1,1,8,34.75,2215,33.5,11.25,32.75,39.3,4
6,7,1,1,9,33.4,2956.2,36.9,12.7,36.7,34.02,10
7,7,1,1,9,39,3575,37.5,15.5,37.5,43.15,2
7,7,1,1,10,41,2889,40,6,39,30.9,1
8,7,1,1,8,39,2410,33,10,33,28.9,1
8,7,1,1,9,31,3849,43,12,38,37.6,1
1,8,1,1,8,40,1885,32,6,32,26.9,1
1,8,1,1,9,35.25,3044,38.25,10.75,37.25,34.12,4
2,8,1,1,9,29.36,2633,36.73,12.27,36.55,37.96,11
3,8,1,1,6,25,690,27,8,24,53.1,1
3,8,1,1,7,24,480,24,4,24,32.4,1
3,8,1,1,8,43,3389,35,12,35,38.8,1
3,8,1,1,9,33,3205.5,37.45,12.55,37.05,40.19,22
4,8,1,1,7,41,3575,37,29,37,46.8,1
4,8,1,1,8,31.5,3226.25,35.5,12.5,35.75,33.73,4
4,8,1,1,9,32.47,3407.73,38.87,17.87,37.47,37.43,15
5,8,1,1,8,40,1391.5,31,13,31,32.15,2
5,8,1,1,9,36.33,2997.33,39.33,10.33,37.33,38.5,3
5,8,1,1,10,27,3740,39,32,39,38.4,1
6,8,1,1,8,32,2300,37,20,37,39.7,1
6,8,1,1,9,33.71,3387.43,40,15.67,38,39.66,7
7,8,1,1,6,28,920,25,6,25,36.4,2
7,8,1,1,8,33,794,25,0,25,35.9,1
7,8,1,1,9,37.8,2788.4,38.6,13.4,37.6,44.48,5
8,8,1,1,9,27,2778,37,15,37,32.6,1
,8,1,1,9,34,3333,40,13,39,48.2,1
1,9,1,1,6,43,2624,34,10,34,25.6,1
1,9,1,1,9,38.67,3660.33,40,17.67,38,37.6,3
2,9,1,1,9,28.89,3183.56,38,12.11,37.22,40.97,9
3,9,1,1,1,25,1155,28,7,28,51.2,1
3,9,1,1,2,34,4570,38,15,38,38,1
3,9,1,1,7,31,4320,37,12,37,37.1,1
3,9,1,1,8,37,2370,32,0,32,45.6,1
3,9,1,1,9,31.29,3227.71,39,12.86,37.38,38.51,21
4,9,1,1,2,37,642.5,24,13,25,28,2
4,9,1,1,7,28,2620,33.33,11,31,44.07,3
4,9,1,1,8,33.75,2616.75,34.5,12.5,34,42.5,4
4,9,1,1,9,33.62,3124,37.12,17.38,36.88,39.46,8
5,9,1,1,7,37,2170,37,14,36,28.7,1
5,9,1,1,8,32,2814.5,36,12.5,35.5,41.6,2
5,9,1,1,9,36.4,2789.8,37.8,13.4,37.6,37.14,5
6,9,1,1,8,38.75,3587.75,39,17.5,36,39.5,4
6,9,1,1,9,34,3074.6,38.4,15.5,38.3,37.63,10
6,9,1,1,10,37,3995,35,14,36,30.7,1
7,9,1,1,8,43,3400,37,15,37,34.4,1
7,9,1,1,9,37.38,3393.38,37.75,17.88,37.12,36.74,8
,9,1,1,9,35,3355,39,18,39,36.3,1
1,10,1,1,8,41,4290,38,11,38,32.8,1
1,10,1,1,9,30,2821.33,35,12.33,35,35.2,3
2,10,1,1,5,17,907,31,5,31,23,1
2,10,1,1,6,37,3820,38,13,38,35.7,1
2,10,1,1,7,33.5,758,26.5,6.5,26,33.5,2
2,10,1,1,8,35,1480,29,6,29,33.4,1
2,10,1,1,9,34.36,3335.09,37.45,10.11,37.18,36.96,11
3,10,1,1,6,36.5,2352.5,35.5,19,35.5,45.15,2
3,10,1,1,7,32.8,2716.6,33,10.6,32.4,42.64,5
3,10,1,1,8,34.25,2388.5,32.88,11.83,33.25,41.44,8
3,10,1,1,9,33.76,2841.05,36.19,12.57,36.24,38.06,21
4,10,1,1,6,28,2182,34,15,33,30,1
4,10,1,1,7,39,3140,39,10,36,44.6,1
4,10,1,1,8,36.62,2776.5,36.62,14.25,36.12,39.2,8
4,10,1,1,9,32.73,3211.42,37.92,14.12,36.85,38.97,26
5,10,1,1,6,39,3015,33,1,37,39.1,1
5,10,1,1,7,31,3561,36,7,35,35.05,2
5,10,1,1,8,30.2,2892,35.2,14.8,35.8,35.82,5
5,10,1,1,9,35.2,2921.6,36.4,14.25,36.8,38.78,5
6,10,1,1,7,38,2120,35,13,35,29.3,1
6,10,1,1,8,38,3260,35.67,12.33,37.67,40.43,3
6,10,1,1,9,34,3204,37.33,18.58,37.17,41.62,12
7,10,1,1,6,36,2535,37,9,37,57.8,1
7,10,1,1,9,31,3439.5,41.5,13,39,33.8,2
8,10,1,1,9,37.5,2460,35.5,10,35.5,37.9,2
,10,1,1,9,31,3460,37,19,37,39.1,1
1,11,1,1,9,39.67,3125.33,36.33,15,36.67,36.93,3
2,11,1,1,6,36,2608,36,11,36,22.8,1
2,11,1,1,8,31.8,2314.6,33.2,14.8,34.2,30.44,5
2,11,1,1,9,35.67,3165.67,38,13.5,38.17,34.82,6
3,11,1,1,4,25,2580,35,21,35,34.7,1
3,11,1,1,8,29.5,3113.25,36.5,11.5,36.5,39.4,4
3,11,1,1,9,31.48,3247.9,37.76,12.38,37.14,39.32,21
4,11,1,1,3,38,3459,38,15,37,44,1
4,11,1,1,7,32.33,1490,31.33,10.67,30.33,35.17,3
4,11,1,1,8,26,3209.75,38.5,10,38.5,46.15,4
4,11,1,1,9,33.93,2861.13,36.8,12.07,36.4,36.68,15
5,11,1,1,7,42,1060,28,11,27,47.3,1
5,11,1,1,8,34,2845,36,13.5,36,43.05,2
5,11,1,1,9,31,3255,37.29,11,37,39.64,7
6,11,1,1,4,46,3317,37,11,37,39,1
6,11,1,1,7,34.5,2471.5,36,11.5,33.5,41.1,2
6,11,1,1,8,36.5,2607.5,36,13.5,35.5,36.05,2
6,11,1,1,9,33.23,2594.31,35.46,12.83,35.69,32.34,13
7,11,1,1,6,32,1350,29,8,29,37.4,1
7,11,1,1,8,33,3033,37,12,39,41.6,1
7,11,1,1,9,34.25,2751,36.25,12.25,36.25,43.2,4
8,11,1,1,9,33,3200,38,19,38,39.5,1
,11,1,1,2,42,1750,34,9,34,27.5,1
,11,1,1,6,41,1984,37,12,37,29.3,1
1,12,1,1,8,33.4,3111,36.4,10,37,33.86,5
1,12,1,1,9,31.67,2961,40.33,18,37.33,37.7,3
2,12,1,1,4,31,3570,39,13,36,47,1
2,12,1,1,5,29.5,2444,34,9,34,42.5,2
2,12,1,1,7,35,2525,33,5,33,42.9,1
2,12,1,1,8,29,1820,31,18,31,22.7,1
2,12,1,1,9,31.6,3122.2,37.4,10.6,37.4,39.53,10
3,12,1,1,6,33,2065,32,6.5,31.5,30,2
3,12,1,1,8,27.33,2109.33,32.33,11.5,32,35.9,3
3,12,1,1,9,32.26,3231.26,37.39,10.45,36.78,38.7,23
4,12,1,1,1,40,3590,39,12,39,50.6,1
4,12,1,1,4,38,2722,38,13,35,60.7,1
4,12,1,1,6,23,3260,38,13,39,45.7,1
4,12,1,1,7,31.33,2486.67,32.33,9.33,32.67,48.87,3
4,12,1,1,8,29.14,2890.43,34.71,16.86,34.86,35.56,7
4,12,1,1,9,31.48,3151.96,37.26,15.18,36.48,42.41,23
5,12,1,1,8,31,2643.5,35.5,12.5,36,32.75,2
5,12,1,1,9,37,2701.8,34.8,13.5,35.6,35.06,5
6,12,1,1,7,37,2309,35,12.5,34.5,52.05,2
6,12,1,1,8,44,1460,26,5,26,43.6,1
6,12,1,1,9,35,3090.25,37.38,14.12,37.5,33.78,8
7,12,1,1,7,36,2525,35,15,34,31.6,1
7,12,1,1,8,38.5,2145,35,12,33,44.1,2
7,12,1,1,9,34.5,2517.17,36.5,11.5,36.33,31.28,6
8,12,1,1,9,37.5,1855.5,32,9.5,32,34.5,2
,12,1,1,9,34,3760,37,10,37,34,1
1,13,1,1,8,37,3680,37,13,37,32.7,1
1,13,1,1,9,37.11,3082.67,36.89,12.44,37.44,30.07,9
2,13,1,1,1,35,1106,26,16,26,46.7,1
2,13,1,1,8,27.5,2939.5,34.5,17,34.5,32.5,2
2,13,1,1,9,35.1,2954,37.7,13.44,37.1,37.33,10
3,13,1,1,3,39,2692,39,23,36,63.1,1
3,13,1,1,5,31,1680,35,4,34,39.7,1
3,13,1,1,6,35,3470,40,16,38,44.6,1
3,13,1,1,7,31.5,2301.25,36.5,13,34,36.67,4
3,13,1,1,8,29.33,3177.5,35,11.17,35.17,39,6
3,13,1,1,9,32.17,3166.71,37.62,12.83,37.5,40.2,24
3,13,1,1,99,36,794,18,8,26,49.6,1
4,13,1,1,7,27,1400,31,13,31,45.7,1
4,13,1,1,8,32.86,2916.43,36.14,13.57,35.14,38.5,7
4,13,1,1,9,32.86,3117.81,37.19,13.32,37.05,40.56,21
5,13,1,1,8,35,3410,36,15,36,29.3,1
5,13,1,1,9,33.67,3418.11,37.33,18.89,37.22,39.58,9
6,13,1,1,7,38,3317,38,34,38,39.8,1
6,13,1,1,8,34.67,2582.67,35.67,7.33,35.67,43.5,3
6,13,1,1,9,37.47,3103.87,36.53,13.07,36.07,37.91,15
7,13,1,1,7,37,820,27,21,30,51.9,1
7,13,1,1,8,34,2866,37,15,36.67,30,3
7,13,1,1,9,34,2780,37,16.5,37,35.2,4
8,13,1,1,9,32,2220,35,8,35,33.8,1
,13,1,1,7,28,3840,44,32,34,31.1,1
1,14,1,1,8,37,3402,38,20,38,26,1
1,14,1,1,9,38.2,3514.2,36.6,14,37.4,36.76,5
2,14,1,1,5,36,1940,34,11,34,28.8,1
2,14,1,1,7,34,3125,36,14,33,33.7,1
2,14,1,1,8,35,3250,37,7,37,39.1,1
2,14,1,1,9,34,3692.67,38.33,11,37.33,45.23,3
2,14,1,1,10,32,4026,39,16,39,29.3,1
3,14,1,1,4,21,2980,34,16,34,28,1
3,14,1,1,5,23,1220,27,7,27,35.7,1
3,14,1,1,6,35.5,1725,34,8,33.5,34.1,2
3,14,1,1,7,29,2342,37,22,37,30.9,1
3,14,1,1,8,25.83,2598.5,36.17,15.17,35.17,43.42,6
3,14,1,1,9,34.04,3349.44,37.16,16.88,37.36,40.82,25
4,14,1,1,5,26,4734,38,14,36,40.1,1
4,14,1,1,6,40,3835,37,16,37,42.2,1
4,14,1,1,7,34.5,4720,38,11,38,41.75,2
4,14,1,1,8,33.67,2893.33,36,13.33,36,39.27,3
4,14,1,1,9,33.79,2658.11,35.79,13.79,35.53,39.49,19
5,14,1,1,7,32,500,27,7,28,38.1,1
5,14,1,1,9,36.5,3432.75,38,12.75,37.75,37.88,4
6,14,1,1,7,27,3033,38,13,39,37.8,1
6,14,1,1,8,36.5,2089,30.5,10.5,30.5,42.95,2
6,14,1,1,9,34.14,3592,38,12.86,37.86,37.33,7
7,14,1,1,7,45,3630,37,13,37,34.2,1
7,14,1,1,8,37,4029,39,15,39,37.9,1
7,14,1,1,9,38.8,3023,37.8,15.2,36.8,32.82,5
8,14,1,1,9,44,3005,38,12,38,25.6,1
,14,1,1,9,41,3300,38,15,38,31.4,1
1,15,1,1,8,39.5,2546,36,11,35,31.7,2
1,15,1,1,9,31,2995,35.5,4,36.5,40.85,2
2,15,1,1,1,29,964,25,0,27,41.2,1
2,15,1,1,2,39,2459,36,7,36,36.2,1
2,15,1,1,3,29,2355,36,6,36,31.8,1
2,15,1,1,6,33,1910,37,0,32,39.9,1
2,15,1,1,8,35.67,2809.33,35.67,16.33,35.33,32.6,3
2,15,1,1,9,30.82,2664.73,36,11,35,32.68,11
3,15,1,1,6,31.33,2437,34,9,33,37.6,3
3,15,1,1,7,29.75,2696.12,33.5,11.5,33.25,42.86,8
3,15,1,1,8,27.2,2496.6,35.2,10.4,34,38.7,5
3,15,1,1,9,31.58,2977.67,37.06,11.97,36.42,41.51,33
4,15,1,1,5,37,2547,35.5,15.5,35,31.95,2
4,15,1,1,7,35,2737.5,34,11.5,34,38.9,2
4,15,1,1,8,31.29,2835.57,35.29,11.71,34.71,36.87,7
4,15,1,1,9,32.2,2994.8,36.9,13.85,36.85,39.27,20
4,15,1,1,10,29,3203,40,16,38,29.5,1
5,15,1,1,4,28,1332,30,6,28,44.7,1
5,15,1,1,7,35,3010,35,9,35,65.4,1
5,15,1,1,8,30.2,3382.2,36,10,35.8,38.04,5
5,15,1,1,9,32.57,3462.71,37.43,13.71,37.29,37.87,7
6,15,1,1,4,35,2296,35,16,35,27.9,1
6,15,1,1,7,32.5,2087.5,31,8,31,45.5,2
6,15,1,1,9,34.53,3249.27,38.2,16.13,37.73,35.03,15
6,15,1,1,10,27,3345,40,16,39,45.4,1
7,15,1,1,4,27,630,25,8,25,54.1,1
7,15,1,1,8,50,3550,39,13,39,35.7,1
7,15,1,1,9,35.5,3097,37.5,13,37,33,2
7,15,1,1,99,27,620,25,8,25,54.1,1
,15,1,1,8,32,1474,34,0,33,22.6,1
,15,1,1,9,50,3827,38,49,39,43,1
1,16,1,1,9,39.2,3560.8,37.6,15.6,37.2,36.32,5
2,16,1,1,3,34,1347,32,14,31,32.6,2
2,16,1,1,7,32,3805,37,8,37,42,1
2,16,1,1,8,28,1767.5,34.5,4.5,32,37.6,2
2,16,1,1,9,33.44,3063.78,36,11.56,36.22,34.83,9
3,16,1,1,4,29,2697.5,34.5,18.5,33.5,35.6,2
3,16,1,1,7,30,2661.33,37.67,10.33,37.67,51.4,3
3,16,1,1,8,30.6,3117.7,39.4,14,36.4,34.48,10
3,16,1,1,9,31.23,3096.38,37.54,14.73,37.31,37.05,26
4,16,1,1,8,33.75,2847.25,36.5,12.5,36,36.52,4
4,16,1,1,9,34.09,3207.05,37.64,14.05,37,38.17,22
4,16,1,1,10,32,4171,37,20,37,34.7,1
5,16,1,1,3,28,4563,41,10,40,46,1
5,16,1,1,6,31.67,1840,31.67,10.33,31.67,33.9,3
5,16,1,1,7,38,1340,27,0,27,26.6,1
5,16,1,1,8,38,2905.5,33.5,11,34,38.95,2
5,16,1,1,9,30.29,3249,38.86,19.5,37.43,40.01,7
6,16,1,1,6,36,4175,39,49,38,53.1,1
6,16,1,1,8,34.67,2715,34.67,8.33,35.67,32,3
6,16,1,1,9,32.2,3264.2,36.8,14.8,37.4,36.86,5
7,16,1,1,2,34,3130,37,21,37,44,1
7,16,1,1,7,34,2375,35,10,35,36.7,1
7,16,1,1,9,36.5,3351.25,40.25,13.75,37.75,36.33,4
,16,1,1,9,29,2466,35,10,35,29.2,1
1,17,1,1,8,29,3690,34,18,34,47.3,1
1,17,1,1,9,36.5,3361.83,38.83,13,38,32.7,6
2,17,1,1,7,25,520,29,5,25,21.3,1
2,17,1,1,8,29,3327.67,36.67,12,36.33,33.67,3
2,17,1,1,9,31,3682,37.64,14.36,37.18,33.1,11
3,17,1,1,4,43,3544,36,30,37,45.5,1
3,17,1,1,7,29,2859.67,35.67,8,34.67,26.7,3
3,17,1,1,8,31.67,3389.67,38.33,12.67,37,45.8,3
3,17,1,1,9,31.62,3178.12,37,15.04,36.81,37.58,26
4,17,1,1,4,41,870,28,6,28,44.9,1
4,17,1,1,6,29,1700,32,3,28,28.1,1
4,17,1,1,8,30.33,2157.83,32.17,13,31.83,28.58,6
4,17,1,1,9,32.18,3096.64,35.95,15.48,36.5,34.62,22
5,17,1,1,1,36,442,21,4,21,42.9,1
5,17,1,1,8,38,3704.5,36,10.5,36.5,39.7,2
5,17,1,1,9,34,3115.67,36.17,16.17,36.33,36.08,6
6,17,1,1,7,35,737,29,21,29,27.6,1
6,17,1,1,8,36,2232,33,13.5,32.5,28.5,2
6,17,1,1,9,37.43,2973.14,37.14,16.17,37.43,32.71,7
7,17,1,1,7,38,1822,32,5,32,26.3,1
7,17,1,1,8,34,3875,37,10,38,32.5,1
7,17,1,1,9,34.33,2785.5,36,13.83,36,35.1,6
8,17,1,1,9,39,1995,33,13,33,32.6,1
,17,1,1,7,28,912,27,10,27,29.8,1
,17,1,1,9,38,3135,33,8,33,26.6,1
1,18,1,1,8,35,4706,38,15,38,30.7,1
1,18,1,1,9,40.33,2810.67,35.67,13.67,36.33,36.8,3
2,18,1,1,7,35,3130,34,7,37,32.7,1
2,18,1,1,8,27.5,3215.5,35,10.5,35.5,39.65,4
2,18,1,1,9,34.09,2590.09,37.09,12.55,35.91,32.85,11
3,18,1,1,5,32,3288,36,13,36,43.5,1
